title,date,wordcount,comments,interactions,images,videos,tags,category,time_since_posted,popularity_score,title_length,has_number,has_emotion,is_question,title_score,sentiment_score,positive,negative,neutral,posted_hour,is_weekday,classified_tags,has_famous_people_tag,has_place_tag,has_event_tag,has_org_tag,has_comments,has_interactions
Internet di động Việt Nam tăng 15 bậc trên bảng xếp hạng thế giới,"Thứ hai, 3/3/2025, 11:02 (GMT+7)",837.0,4.224532735474765,8.785430745730714,2.0,0.0,"['5G', 'Internet di động', 'Internet Việt Nam']",7,1104.9666666666667,0.0743891059703854,14,1,0,0,0.024602432631571417,0.8375555276870728,0.8477144,0.010158894,0.1421267,11,1,"{'famous_people': [], 'places': [], 'events': [], 'organizations': [], 'others': ['5G', 'Internet di động', 'Internet Việt Nam']}",False,False,False,False,1,1
Ảnh thực tế Galaxy S25 và S25+,"Thứ năm, 23/1/2025, 01:00 (GMT+7)",537.0,2.360708314405224,4.193353361806252,3.5,0.0,"['Samsung', 'Samsung Galaxy S25', 'Samsung Galaxy S25+']",7,1923.4062499999995,0.0072308504596662,7,1,0,0,0.028644695162886348,0.7439353466033936,0.76127934,0.017344026,0.22137664,1,1,"{'famous_people': [], 'places': [], 'events': [], 'organizations': ['Samsung', 'Samsung Galaxy S25'], 'others': ['Samsung Galaxy S25+']}",False,False,False,True,1,1
"Nvidia ra siêu chip AI Vera Rubin, nền tảng cho robot hình người","Thứ tư, 19/3/2025, 14:56 (GMT+7)",1369.875,3.866312684162163,7.403688295946874,3.5,0.0,"['NVIDIA', 'Jensen Huang']",7,717.0666666666667,0.062759915489002,13,0,0,1,0.03272004134998897,0.915482759475708,0.93571705,0.020234313,0.044048604,14,1,"{'famous_people': ['NVIDIA', 'Jensen Huang'], 'places': [], 'events': [], 'organizations': [], 'others': []}",True,False,False,False,1,1
"MacBook Air 2025 ra mắt với chip M4, giá rẻ hơn","Thứ tư, 5/3/2025, 21:55 (GMT+7)",457.0,2.8571496719902085,6.117102739919217,2.0,0.0,"['Apple Inc.', 'MacBook Air M4', 'MacBook Air 2025']",7,1046.0833333333333,0.0313381366123102,11,1,0,0,0.026334830859277816,0.8282322883605957,0.84371924,0.015486931,0.14079376,21,1,"{'famous_people': [], 'places': [], 'events': ['MacBook Air M4', 'MacBook Air 2025'], 'organizations': [], 'others': ['Apple Inc.']}",False,False,True,False,1,1
Công ty AI cảnh báo ứng viên 'không dùng AI' khi xin việc,"Thứ sáu, 7/2/2025, 07:00 (GMT+7)",599.0,1.407223424814969,3.285213586494452,1.0,0.0,"['Trí tuệ nhân tạo - AI', 'tuyển dụng', 'Anthropic']",7,1685.0,0.0040180759694582,13,0,1,1,0.04107063198164529,-0.9717281460762024,0.0048370366,0.9765652,0.018597769,7,1,"{'famous_people': ['Anthropic'], 'places': [], 'events': ['Trí tuệ nhân tạo - AI'], 'organizations': [], 'others': ['tuyển dụng']}",True,False,True,False,1,1
Robot hình người chuẩn bị bữa sáng,"Thứ ba, 25/3/2025, 05:00 (GMT+7)",101.0,4.224532735474765,7.641540238164008,0.0,0.076220301840545,"['Robot hình người', 'Dobot']",7,583.0,0.0719518276532158,7,0,0,0,0.03574704901111598,0.10110587626695633,0.14008573,0.03897985,0.82093436,5,1,"{'famous_people': ['Dobot'], 'places': [], 'events': [], 'organizations': [], 'others': ['Robot hình người']}",True,False,False,False,1,1
Doanh nghiệp Việt dự định chi trăm triệu USD xây dựng mạng blockchain,"Thứ năm, 16/1/2025, 15:44 (GMT+7)",1161.0,0.6983533452331834,3.4502371172383604,2.0,0.0,"['công nghệ', 'doanh nghiệp Việt', 'HDBank', 'Blockchain', 'One Mount']",7,1923.4062499999995,0.0027951767954213,13,0,0,0,0.03228225255570318,0.48661306500434875,0.52274126,0.036128182,0.44113052,15,1,"{'famous_people': ['HDBank', 'One Mount'], 'places': [], 'events': ['Blockchain'], 'organizations': ['doanh nghiệp Việt'], 'others': ['công nghệ']}",True,False,True,True,1,1
AI đang tác động đến công việc của những ai?,"Thứ năm, 20/3/2025, 05:00 (GMT+7)",1368.0,3.0946123481066445,6.779452436505992,1.0,0.0,"['Trí tuệ nhân tạo - AI', 'Việc làm']",7,703.0,0.0513113172304384,10,0,0,1,0.034452439577695365,-0.08726450800895691,0.051932275,0.13919678,0.8088709,5,1,"{'famous_people': [], 'places': [], 'events': ['Trí tuệ nhân tạo - AI'], 'organizations': [], 'others': ['Việc làm']}",False,False,True,False,1,1
Nhân viên IT tạo 'công tắc' tắt hệ thống khi bị sa thải,"Thứ tư, 12/3/2025, 10:10 (GMT+7)",372.0,4.16557447166935,7.973626029736168,1.0,0.0,"['phần mềm', 'Công nghệ thông tin IT', 'tấn công hệ thống']",7,889.8333333333334,0.0646759976844848,13,0,0,0,0.03228225255570318,-0.943268358707428,0.0072445385,0.9505129,0.042242523,10,1,"{'famous_people': [], 'places': [], 'events': ['tấn công hệ thống'], 'organizations': [], 'others': ['phần mềm', 'Công nghệ thông tin IT']}",False,False,True,False,1,1
Giao diện Facebook thay đổi thế nào sau 20 năm,"Thứ hai, 31/3/2025, 15:49 (GMT+7)",844.0,2.126768613731478,4.950930573862915,3.5,0.076220301840545,"['Facebook', 'Công ty Meta']",7,428.1833333333333,0.0354876843905546,10,1,0,0,0.02691229693517995,-0.0747758150100708,0.046741914,0.121517725,0.8317404,15,1,"{'famous_people': ['Facebook'], 'places': [], 'events': [], 'organizations': ['Công ty Meta'], 'others': []}",True,False,False,True,1,1
Duolingo thông báo 'cú xanh đã chết',"Thứ năm, 13/2/2025, 13:58 (GMT+7)",548.0,3.784058982188853,8.785430745730714,1.0,0.0,"['Duo', 'ứng dụng', 'ứng dụng học tiếng Anh', 'Duolingo']",7,1534.0333333333333,0.0735001565687739,7,0,0,0,0.03574704901111598,-0.9709241986274719,0.0064798985,0.9774041,0.016116029,13,1,"{'famous_people': ['Duo', 'Duolingo'], 'places': [], 'events': [], 'organizations': [], 'others': ['ứng dụng', 'ứng dụng học tiếng Anh']}",True,False,False,False,1,1
Google ra hai nền tảng chung cho robot,"Thứ sáu, 14/3/2025, 19:00 (GMT+7)",837.0,2.250109956422129,2.3595877025092555,1.0,0.0,"['Google', 'Robot hình người']",7,833.0,0.0086619620691041,8,0,0,0,0.03516958293521384,0.027742311358451843,0.08177034,0.054028027,0.8642016,19,1,"{'famous_people': ['Google'], 'places': [], 'events': [], 'organizations': [], 'others': ['Robot hình người']}",True,False,False,False,1,1
"Sam Altman: Musk muốn gây rối, làm chậm OpenAI khi đề nghị mua","Thứ tư, 12/2/2025, 07:00 (GMT+7)",450.0,2.982348452816055,6.219169335649043,1.0,0.0,"['Elon Musk', 'OpenAI', 'Sam Altman']",7,1565.0,0.0241949333210098,13,0,0,0,0.03228225255570318,-0.9825327396392822,0.004014037,0.98654675,0.009439293,7,1,"{'famous_people': ['Elon Musk', 'Sam Altman'], 'places': [], 'events': ['OpenAI'], 'organizations': [], 'others': []}",True,False,True,False,1,1
"Bộ trưởng Nguyễn Mạnh Hùng: 'Quyết định đúng, hiệu triệu được toàn dân, việc gì cũng thành'","Thứ hai, 31/3/2025, 06:30 (GMT+7)",1369.875,2.9215515696602745,5.553687726832472,3.5,0.0,"['Khoa học công nghệ', 'Bộ trưởng Nguyễn Mạnh Hùng', 'Đổi mới sáng tạo', 'Chuyển đổi số']",7,437.5,0.0485368877338586,17,0,0,1,0.030410177046380438,0.9855753183364868,0.98827434,0.0026990063,0.009026652,6,1,"{'famous_people': [], 'places': [], 'events': [], 'organizations': ['Bộ trưởng Nguyễn Mạnh Hùng'], 'others': ['Khoa học công nghệ', 'Đổi mới sáng tạo', 'Chuyển đổi số']}",False,False,False,True,1,1
"Được Musk khen làm toán giỏi, Grok 3 lại tự nhận giải sai","Thứ hai, 24/2/2025, 12:35 (GMT+7)",680.0,2.9215515696602745,5.330292841812539,1.0,0.0,"['Trí tuệ nhân tạo - AI', 'Elon Musk', 'xAI', 'Grok', 'Grok 3']",7,1271.4166666666667,0.0207276262353187,13,1,0,0,0.02517989870747355,-0.07206025719642639,0.047400862,0.11946112,0.83313805,12,1,"{'famous_people': ['Elon Musk', 'Grok'], 'places': [], 'events': ['Trí tuệ nhân tạo - AI', 'xAI'], 'organizations': [], 'others': ['Grok 3']}",True,False,True,False,1,1
Một tỷ người dùng Microsoft có thể đăng nhập không cần mật khẩu,"Chủ nhật, 30/3/2025, 10:12 (GMT+7)",802.0,1.407223424814969,3.3698644288557302,1.0,0.0,"['Microsoft', 'Mật khẩu']",7,457.8,0.0143419149689688,13,0,0,0,0.03228225255570318,0.8558335900306702,0.8772305,0.021396946,0.10137255,10,0,"{'famous_people': ['Microsoft'], 'places': [], 'events': [], 'organizations': [], 'others': ['Mật khẩu']}",True,False,False,False,1,1
Khả năng tự đứng 'đáng nể' của robot hình người,"Thứ tư, 5/3/2025, 11:41 (GMT+7)",640.0,4.16557447166935,7.26910340994754,0.0,0.076220301840545,['Robot hình người'],7,1056.3166666666666,0.0534826569263173,10,0,0,0,0.03401465078340958,0.9559656381607056,0.96463627,0.008670638,0.026693083,11,1,"{'famous_people': [], 'places': [], 'events': [], 'organizations': [], 'others': ['Robot hình người']}",False,False,False,False,1,1
Google Maps - cuộc cách mạng bản đồ số từ dự án trong phòng ngủ,"Thứ sáu, 28/2/2025, 07:00 (GMT+7)",1369.875,4.224532735474765,8.654654898535506,3.0,0.0,"['Google', 'Google Maps', 'bản đồ số']",7,1181.0,0.0669613361062702,15,0,0,0,0.031127320403898914,0.5185025334358215,0.565051,0.046548508,0.38840044,7,1,"{'famous_people': ['Google', 'Google Maps'], 'places': [], 'events': [], 'organizations': [], 'others': ['bản đồ số']}",True,False,False,False,1,1
Quy hoạch 'đường cao tốc' truyền dẫn 5G Việt Nam,"Thứ sáu, 4/4/2025, 11:27 (GMT+7)",443.0,1.407223424814969,2.511534842365098,1.0,0.0,"['Việt Nam', 'Bộ Khoa học và Công nghệ', '5G', 'Internet']",7,336.55,0.0126139854229172,10,1,0,0,0.02691229693517995,0.07631348073482513,0.113990776,0.0376773,0.8483319,11,1,"{'famous_people': [], 'places': ['Việt Nam'], 'events': [], 'organizations': ['Bộ Khoa học và Công nghệ'], 'others': ['5G', 'Internet']}",False,True,False,True,1,1
Trung Quốc vượt Mỹ về số lượng nghiên cứu chip thế hệ mới,"Thứ năm, 6/3/2025, 13:00 (GMT+7)",410.0,4.224532735474765,8.178887086405272,1.0,0.0,"['Mỹ', 'Trung Quốc', 'Công nghệ chip']",7,1031.0,0.0702505933801461,13,0,0,0,0.03228225255570318,0.12332447618246078,0.15549971,0.032175235,0.81232506,13,1,"{'famous_people': [], 'places': ['Mỹ', 'Trung Quốc'], 'events': [], 'organizations': [], 'others': ['Công nghệ chip']}",False,True,False,False,1,1
"Tapo C530WS - camera AI ngoài trời giá 1,3 triệu đồng","Thứ hai, 24/2/2025, 15:00 (GMT+7)",710.0,0.0,0.0,3.5,0.0,"['Camera an ninh', 'TP-Link', 'Camera AI', 'Tapo', 'Camera ngoài trời', 'Tapo C530WS']",7,1269.0,0.0,11,1,0,1,0.0267726196535636,0.3298910856246948,0.38024706,0.050355963,0.569397,15,1,"{'famous_people': ['TP-Link', 'Tapo', 'Tapo C530WS'], 'places': [], 'events': ['Camera AI'], 'organizations': [], 'others': ['Camera an ninh', 'Camera ngoài trời']}",True,False,True,False,0,0
Ông Trump: DeepSeek Trung Quốc là 'lời cảnh tỉnh' cho công ty Mỹ,"Thứ ba, 28/1/2025, 09:21 (GMT+7)",556.0,4.224532735474765,8.785430745730714,1.0,0.0,"['Mỹ', 'Trung Quốc', 'Trí tuệ nhân tạo - AI', 'Donald Trump', 'DeepSeek']",7,1922.65,0.0743891059703854,13,0,0,0,0.03228225255570318,-0.9809855222702026,0.0040566274,0.98504215,0.010901259,9,1,"{'famous_people': ['Donald Trump', 'DeepSeek'], 'places': ['Mỹ', 'Trung Quốc'], 'events': ['Trí tuệ nhân tạo - AI'], 'organizations': [], 'others': []}",True,True,True,False,1,1
Microsoft và Oracle có thể tiếp quản TikTok,"Chủ nhật, 26/1/2025, 12:00 (GMT+7)",872.0,3.3332204197218456,6.300372266339208,1.0,0.0,"['Microsoft', 'Oracle Corporation', 'TikTok']",7,1923.4062499999995,0.0222871371655951,8,0,0,0,0.03516958293521384,0.20800474286079407,0.23877776,0.030773006,0.7304492,12,0,"{'famous_people': ['Microsoft', 'Oracle Corporation', 'TikTok'], 'places': [], 'events': [], 'organizations': [], 'others': []}",True,False,False,False,1,1
Hai robot hình người Trung Quốc gây sốt khi di chuyển tự nhiên,"Thứ tư, 22/1/2025, 05:00 (GMT+7)",760.0,4.224532735474765,8.785430745730714,0.0,0.0770073458082065,"['Robot hình người', 'Robot Trung Quốc', 'Unitree', 'EngineAI', 'Robot hình người Trung Quốc']",7,1923.4062499999995,0.0743891059703854,13,0,1,0,0.040632843187359505,0.5517081022262573,0.592746,0.041037947,0.366216,5,1,"{'famous_people': ['Unitree'], 'places': [], 'events': ['EngineAI'], 'organizations': [], 'others': ['Robot hình người', 'Robot Trung Quốc', 'Robot hình người Trung Quốc']}",True,False,True,False,1,1
Tim Cook khen DeepSeek hiệu quả,"Thứ sáu, 31/1/2025, 11:07 (GMT+7)",556.0,4.059793682827491,8.712255624518988,1.0,0.0,"['Trí tuệ nhân tạo - AI', 'Apple Inc.', 'DeepSeek']",7,1848.8833333333332,0.0520675246779627,6,0,0,0,0.03632451508701811,0.9885320067405701,0.9903176,0.0017855524,0.007896828,11,1,"{'famous_people': ['DeepSeek'], 'places': [], 'events': ['Trí tuệ nhân tạo - AI'], 'organizations': [], 'others': ['Apple Inc.']}",True,False,True,False,1,1
Giá iPhone gập có thể từ 2.300 USD,"Thứ tư, 19/3/2025, 09:27 (GMT+7)",615.0,3.917938151421786,7.16745479924743,1.0,0.0,"['tin đồn', 'Apple Inc.', 'iPhone gập', 'iPad gập', 'iPhone 16 Pro Max']",7,722.55,0.0606841519718224,8,1,0,0,0.028067229086984214,0.05134578421711922,0.086007476,0.03466169,0.8793309,9,1,"{'famous_people': [], 'places': [], 'events': [], 'organizations': [], 'others': ['tin đồn', 'Apple Inc.', 'iPhone gập', 'iPad gập', 'iPhone 16 Pro Max']}",False,False,False,False,1,1
Ông Trump: TSMC sẽ đầu tư 100 tỷ USD xây 5 nhà máy tại Mỹ,"Thứ tư, 5/3/2025, 06:29 (GMT+7)",419.0,3.039926378673259,5.71079080880336,1.0,0.0,"['Mỹ', 'Donald Trump', 'sản xuất chip', 'TSMC']",7,1061.5166666666669,0.0281703760347154,15,1,0,0,0.024024966555669283,0.6289368867874146,0.6450319,0.016095039,0.3388731,6,1,"{'famous_people': ['Donald Trump', 'TSMC'], 'places': ['Mỹ'], 'events': [], 'organizations': [], 'others': ['sản xuất chip']}",True,True,False,False,1,1
Cơn sốt tạo ảnh hoạt hình AI phong cách Ghibli bằng ChatGPT,"Thứ sáu, 28/3/2025, 06:27 (GMT+7)",991.0,4.16557447166935,5.835855774503664,1.0,0.0,"['Trí tuệ nhân tạo - AI', 'Studio Ghibli', 'OpenAI', 'ảnh AI', 'ChatGPT']",7,509.55,0.0614656641840539,12,0,0,1,0.0332975074258911,0.9809073209762573,0.9853324,0.004425116,0.010242464,6,1,"{'famous_people': ['Studio Ghibli', 'ChatGPT'], 'places': [], 'events': ['Trí tuệ nhân tạo - AI', 'OpenAI', 'ảnh AI'], 'organizations': [], 'others': []}",True,False,True,False,1,1
AI Agent thay đổi cách tương tác trên Internet thế nào,"Thứ ba, 11/3/2025, 08:11 (GMT+7)",1369.875,3.631700290215578,6.43867498539242,1.0,0.076220301840545,"['Trí tuệ nhân tạo - AI', 'Mặt trái AI', 'AI Agent']",7,915.8166666666668,0.0440469265106036,11,0,0,1,0.033874973501793235,0.9791017174720764,0.9836036,0.0045018606,0.01189458,8,1,"{'famous_people': [], 'places': [], 'events': ['Trí tuệ nhân tạo - AI', 'Mặt trái AI', 'AI Agent'], 'organizations': [], 'others': []}",False,False,True,False,1,1
"Oppo vượt Samsung, dẫn đầu smartphone Đông Nam Á","Thứ năm, 13/2/2025, 09:58 (GMT+7)",641.0,0.0,0.0,3.0,0.0,"['Samsung', 'Smartphone', 'Xiaomi', 'Oppo', 'Canalys']",7,1538.0333333333333,0.0,9,0,0,0,0.03459211685931171,0.909112274646759,0.9168848,0.0077725323,0.075342774,9,1,"{'famous_people': ['Smartphone', 'Xiaomi', 'Oppo', 'Canalys'], 'places': [], 'events': [], 'organizations': ['Samsung'], 'others': []}",True,False,False,True,0,0
Bốn mô hình AI nổi bật của Trung Quốc,"Thứ sáu, 14/3/2025, 06:00 (GMT+7)",658.0,3.839568485750129,8.064904350143673,1.0,0.0,"['Trí tuệ nhân tạo - AI', 'Alibaba', 'Tencent', 'OpenAI', 'ChatGPT', 'DeepSeek', 'Manus']",7,846.0,0.0648893768086431,9,0,0,1,0.035029905653597496,0.9459083080291748,0.95494616,0.00903786,0.03601601,6,1,"{'famous_people': ['Alibaba', 'Tencent', 'ChatGPT', 'DeepSeek', 'Manus'], 'places': [], 'events': ['Trí tuệ nhân tạo - AI', 'OpenAI'], 'organizations': [], 'others': []}",True,False,True,False,1,1
Cách Samsung xây dựng AI 'mô phỏng con người' trên Galaxy S25 Series,"Thứ hai, 27/1/2025, 20:00 (GMT+7)",1121.0,0.0,0.0,3.0,0.0,"['Samsung', 'Trí tuệ nhân tạo - AI', 'Samsung Galaxy S25', 'Human Like AI']",7,1923.4062499999995,0.0,13,1,0,1,0.025617687501759336,0.10812696069478989,0.19954549,0.09141853,0.709036,20,1,"{'famous_people': [], 'places': [], 'events': ['Trí tuệ nhân tạo - AI', 'Human Like AI'], 'organizations': ['Samsung', 'Samsung Galaxy S25'], 'others': []}",False,False,True,True,0,0
Kỳ lân Perplexity AI 'muốn sáp nhập với TikTok' tại Mỹ,"Chủ nhật, 19/1/2025, 19:26 (GMT+7)",526.0,3.1963873565761647,5.599918705386273,1.0,0.0,"['Mỹ', 'TikTok', 'Perplexity AI']",7,1923.4062499999995,0.0158184670686616,11,0,0,1,0.033874973501793235,0.16508351266384125,0.30285862,0.13777511,0.5593663,19,0,"{'famous_people': ['TikTok'], 'places': ['Mỹ'], 'events': ['Perplexity AI'], 'organizations': [], 'others': []}",True,True,True,False,1,1
Máy lọc nước Sunhouse nhận giải tiên phong công nghệ tại Tech Awards,"Chủ nhật, 12/1/2025, 08:00 (GMT+7)",1129.0,0.0,0.0,2.0,0.0,"['máy lọc nước', 'Sunhouse', 'tiên phong', 'Tech Awards', 'Sunhouse RO UltraX']",7,1923.4062499999995,0.0,13,0,0,0,0.03228225255570318,0.9779196977615356,0.9835856,0.005665917,0.01074853,8,0,"{'famous_people': ['Sunhouse', 'Tech Awards', 'Sunhouse RO UltraX'], 'places': [], 'events': [], 'organizations': [], 'others': ['máy lọc nước', 'tiên phong']}",True,False,False,False,0,0
Microsoft công bố đột phá mới về chip lượng tử,"Thứ năm, 20/2/2025, 12:00 (GMT+7)",887.0,4.224532735474765,8.785430745730714,1.0,0.0,"['Microsoft', 'chip', 'lượng tử', 'chip lượng tử']",7,1368.0,0.0743891059703854,10,0,0,0,0.03401465078340958,0.831294059753418,0.85396427,0.022670232,0.12336551,12,1,"{'famous_people': ['Microsoft'], 'places': [], 'events': [], 'organizations': [], 'others': ['chip', 'lượng tử', 'chip lượng tử']}",True,False,False,False,1,1
Elon Musk: X bị tấn công mạng toàn cầu,"Thứ ba, 11/3/2025, 09:46 (GMT+7)",400.0,1.637692416600805,5.135826554924184,2.0,0.0,"['Elon Musk', 'Tấn công mạng', 'Mạng xã hội X']",7,914.2333333333332,0.0193777082291534,9,0,0,0,0.03459211685931171,-0.9550957679748535,0.006419078,0.96151483,0.032066204,9,1,"{'famous_people': ['Elon Musk'], 'places': [], 'events': ['Tấn công mạng'], 'organizations': [], 'others': ['Mạng xã hội X']}",True,False,True,False,1,1
iPhone Fold 'giá 2.000 USD nhưng không có FaceID',"Thứ bảy, 8/3/2025, 09:00 (GMT+7)",321.0,3.5290315131168777,6.649920065505519,1.0,0.0,"['Apple Inc.', 'tin đồn iPhone', 'iPhone gập', 'iPhone Fold']",7,987.0,0.0432858319433555,9,1,0,0,0.02748976301108208,-0.8875359892845154,0.015695715,0.9032317,0.081072636,9,0,"{'famous_people': [], 'places': [], 'events': [], 'organizations': [], 'others': ['Apple Inc.', 'tin đồn iPhone', 'iPhone gập', 'iPhone Fold']}",False,False,False,False,1,1
Cuộc thi Cosplay Contest 2025 mở cổng đăng ký,"Thứ ba, 18/3/2025, 12:00 (GMT+7)",877.0,0.0,0.0,2.0,0.0,[],7,744.0,0.0,9,1,0,0,0.02748976301108208,0.9232219457626343,0.9306407,0.007418759,0.06194058,12,1,"{'famous_people': [], 'places': [], 'events': [], 'organizations': [], 'others': []}",False,False,False,False,0,0
Nền tảng tích điểm LynkiD nhận giải vàng công nghệ số,"Chủ nhật, 19/1/2025, 17:00 (GMT+7)",620.0,0.6983533452331834,0.7225625610298714,2.0,0.0,"['Hà Nội', 'công nghệ số', 'LynkiD', 'Make In Vietnam 2024']",7,1923.4062499999995,0.000467785756207,11,0,0,0,0.03343718470750745,0.6024515628814697,0.62715733,0.024705743,0.34813696,17,0,"{'famous_people': ['LynkiD'], 'places': ['Hà Nội'], 'events': [], 'organizations': [], 'others': ['công nghệ số', 'Make In Vietnam 2024']}",True,True,False,False,1,1
